"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"262",9,"Eli Stowers",PHI,"TE35","10","4 out of 5","4 out of 5","4 out of 5 stars","-41"
"263",9,"Mack Hollins",NE,"WR104","11","-","-","2 out of 5 stars","-"
"264",10,"Hollywood Brown",PHI,"WR105","10","-","-","4 out of 5 stars","-"
"265",10,"Mike Gesicki",CIN,"TE36","6","-","-","3 out of 5 stars","-57"
"266",10,"Trevor Etienne",CAR,"RB90","5","2 out of 5","4 out of 5","1 out of 5 stars","-"
"267",10,"Isaiah Bond",CLE,"WR106","11","-","-","3 out of 5 stars","-"
"268",10,"Tahj Brooks",CIN,"RB91","6","-","-","2 out of 5 stars","-"
"269",10,"Skyler Bell",BUF,"WR107","7","-","-","4 out of 5 stars","-12"
"270",10,"Trey Benson",ARI,"RB92","14","1 out of 5","5 out of 5","2 out of 5 stars","-23"
"271",10,"Darren Waller",CAR,"TE37","5","-","-","2 out of 5 stars","-47"
"272",10,"Isaac Guerendo",SF,"RB93","8","-","-","2 out of 5 stars","-"
"273",10,"Jerome Ford",WAS,"RB94","7","2 out of 5","4 out of 5","4 out of 5 stars","-"
"274",10,"Audric Estime",NO,"RB95","8","-","-","3 out of 5 stars","-41"
"275",10,"Jarquez Hunter",FA,"RB96","-","-","-","-","-39"
"276",10,"Brandon Aiyuk",SF,"WR108","8","2 out of 5","5 out of 5","2 out of 5 stars","-"
"277",10,"Jake Tonges",SF,"TE38","8","-","-","3 out of 5 stars","-51"
"278",10,"Jaleel McLaughlin",CLE,"RB97","11","-","-","3 out of 5 stars","-"
"279",10,"Will Shipley",PHI,"RB98","10","-","-","4 out of 5 stars","-"
"280",10,"Andrei Iosivas",CIN,"WR109","6","-","-","4 out of 5 stars","-9"
"281",10,"Darnell Washington",PIT,"TE39","9","-","-","2 out of 5 stars","-39"
"282",10,"DeMario Douglas",NE,"WR110","11","-","-","2 out of 5 stars","-4"
"283",10,"Michael Mayer",LV,"TE40","13","-","-","3 out of 5 stars","-56"
"284",10,"Charlie Kolar",LAC,"TE41","7","-","-","4 out of 5 stars","-"
"285",10,"Oscar Delp",NO,"TE42","8","4 out of 5","4 out of 5","2 out of 5 stars","-"
"286",10,"Tyreek Hill",FA,"WR111","-","1 out of 5","5 out of 5","-","-51"
"287",10,"Kareem Hunt",FA,"RB99","-","-","-","-","-"
"288",10,"Jahan Dotson",ATL,"WR112","11","-","-","3 out of 5 stars","-20"
"289",10,"Xavier Hutchinson",HOU,"WR113","8","-","-","3 out of 5 stars","-"
"290",10,"Bryce Lance",NO,"WR114","8","-","-","3 out of 5 stars","-"
"291",10,"Elijah Arroyo",SEA,"TE43","11","-","-","3 out of 5 stars","-37"
"292",10,"Eli Raridon",NE,"TE44","11","-","-","4 out of 5 stars","-33"
"293",10,"Jalen Tolbert",MIA,"WR115","6","-","-","3 out of 5 stars","-"
"294",10,"Dawson Knox",BUF,"TE45","7","-","-","3 out of 5 stars","-36"
"295",10,"Joe Mixon",FA,"RB100","-","-","-","-","-"
"296",10,"Erick All Jr.",CIN,"TE46","6","-","-","3 out of 5 stars","-"
"297",10,"Cole Kmet",CHI,"TE47","10","-","-","2 out of 5 stars","-41"
"298",10,"Bam Knight",ARI,"RB101","14","-","-","2 out of 5 stars","-"
"299",10,"Tyler Higbee",LAR,"TE48","11","-","-","4 out of 5 stars","-"
"300",10,"Noah Gray",KC,"TE49","5","-","-","4 out of 5 stars","-"
"301",10,"Tez Johnson",TB,"WR116","10","-","-","4 out of 5 stars","-"
"302",11,"Luke McCaffrey",WAS,"WR117","7","-","-","2 out of 5 stars","-"
"303",11,"Kendrick Bourne",ARI,"WR118","14","-","-","2 out of 5 stars","-"
"304",11,"Konata Mumpfield",LAR,"WR119","11","-","-","1 out of 5 stars","-"
"305",11,"Jalen Royals",KC,"WR120","5","-","-","2 out of 5 stars","-"
"306",11,"Max Klare",LAR,"TE50","11","-","-","4 out of 5 stars","-"
"307",11,"Joshua Palmer",BUF,"WR121","7","-","-","4 out of 5 stars","-"
"308",11,"Brenen Thompson",LAC,"WR122","7","-","-","2 out of 5 stars","-"
